participant,trial_index,true_label,predicted_label,model_confidence,confidence_level,is_high_attention,alpha_o1,alpha_o2,alpha_p3,alpha_p4,alpha_asymmetry,abs_asymmetry,target_side,is_correct,fold
file02,91,0,1,0.5432275984469037,medium,False,42.134012,63.277828,68.587519,27.103598,-0.20058293071648375,0.20058293071648375,right,0,1
file02,112,0,1,0.5228063460709196,medium,False,88.502455,111.947849,74.981944,12.832524,-0.11696362347764952,0.11696362347764952,right,0,1
file02,118,0,1,0.5139165063120996,medium,False,16.993658,10.620959,7.22678,17.754727,0.2307726654049678,0.2307726654049678,left,0,1
file02,124,1,1,0.503100443699079,medium,False,98.471171,117.963923,80.225313,22.374082,-0.09006280612670509,0.09006280612670509,left,1,1
file02,132,0,1,0.5082036609960047,medium,False,17.650527,14.504051,11.083033,6.525598,0.09785467880017959,0.09785467880017959,left,0,1
file02,139,0,1,0.5171390109098508,medium,False,30.144044,39.616753,53.718065,30.604224,-0.13578842661748225,0.13578842661748225,right,0,1
file02,142,0,1,0.5515241798859981,medium,False,43.261855,60.228874,43.429186,10.068449,-0.16394723469435382,0.16394723469435382,right,0,1
file02,148,0,1,0.5095826526575437,medium,False,206.673426,247.305879,158.492306,67.945523,-0.08950287482927691,0.08950287482927691,right,0,1
file03,1,1,1,0.5271994843185274,medium,False,12.922831,7.680048,2.351969,15.425533,0.2544684529541501,0.2544684529541501,right,1,1
file03,10,0,1,0.587204624832609,medium,False,20.66176,31.566188,8.747974,6.489362,-0.20878529999330436,0.20878529999330436,right,0,1
file03,14,1,1,0.5073972966604754,medium,False,14.64655,8.174142,2.90038,6.254325,0.28362013370934874,0.28362013370934874,right,1,1
file03,15,0,0,0.4975019338417043,low,False,18.812577,11.809186,3.613645,2.073531,0.22870632142550637,0.22870632142550637,right,0,1
file03,35,0,1,0.5294659709376051,medium,False,9.576634,8.666571,4.362383,2.783088,0.049885036654193395,0.049885036654193395,right,0,1
file03,41,1,1,0.5566376082799237,medium,False,12.525901,16.43096,2.924643,1.764446,-0.13485781021438029,0.13485781021438029,left,1,1
file03,42,0,1,0.5963118685150943,medium,False,10.646252,22.420126,3.796071,2.098367,-0.35606783554981936,0.35606783554981936,right,0,1
file03,44,1,1,0.5561397603411963,medium,False,18.572701,23.013042,8.01499,7.421082,-0.10677555750836154,0.10677555750836154,left,1,1
file03,45,1,1,0.5458622327474254,medium,False,13.160651,17.006666,9.327965,4.008575,-0.12748945729945232,0.12748945729945232,left,1,1
file03,55,1,1,0.5633992789138709,medium,False,4.780764,9.429836,2.471425,3.165776,-0.32715519913619423,0.32715519913619423,left,1,1
file03,65,1,1,0.56315921577748,medium,False,21.146778,26.717206,6.249978,5.436015,-0.11638036406705375,0.11638036406705375,left,1,1
file03,68,0,1,0.5498590696027605,medium,False,29.32576,29.364154,2.777015,12.135216,-0.0006541839428460624,0.0006541839428460624,right,0,1
file03,70,1,1,0.5096264036298058,medium,False,16.387048,13.097218,13.56414,12.153897,0.1115791686461122,0.1115791686461122,right,1,1
file03,73,0,1,0.5786766457056274,medium,False,28.575879,36.442809,3.785796,4.256722,-0.12099490348075147,0.12099490348075147,right,0,1
file03,76,1,1,0.5541028483494783,medium,False,28.403693,32.445607,6.629156,5.329691,-0.06642498654175176,0.06642498654175176,left,1,1
file03,79,0,1,0.5070699448262217,medium,False,12.670814,11.884238,14.787279,1.996096,0.03203316238006084,0.03203316238006084,right,0,1
file03,85,0,1,0.5768766069706093,medium,False,9.349829,17.438961,3.863033,1.92334,-0.3019595770484752,0.3019595770484752,right,0,1
file03,90,0,0,0.4304518634248286,low,False,37.262699,17.562877,3.531996,2.328423,0.3593180970990966,0.3593180970990966,right,0,1
file03,100,0,1,0.5056788206749364,medium,False,25.594358,16.252749,5.214416,20.379409,0.22323188976404293,0.22323188976404293,left,0,1
file03,104,1,1,0.5414817794354289,medium,False,23.880266,23.247913,5.098841,12.120304,0.013417725870169364,0.013417725870169364,right,1,1
file03,105,1,1,0.5283229920543062,medium,False,11.543244,10.410322,3.450391,1.370163,0.05160537237524994,0.05160537237524994,right,1,1
file03,115,1,1,0.5488117022584746,medium,False,24.3132,27.26556,5.77541,4.285821,-0.057239839475787375,0.057239839475787375,left,1,1
file03,124,0,1,0.5366240078446792,medium,False,10.794489,9.498083,3.975979,9.196254,0.06388573790026533,0.06388573790026533,left,0,1
file03,125,1,1,0.538880086117664,medium,False,18.874274,19.346095,3.103881,2.418136,-0.012344752287850655,0.012344752287850655,left,1,1
file03,128,1,1,0.5212122144646967,medium,False,9.413012,8.146802,6.574247,1.490701,0.07210839066356911,0.07210839066356911,right,1,1
file03,130,1,1,0.5389052900306581,medium,False,10.736148,11.278871,4.168697,3.790696,-0.02465239640936054,0.02465239640936054,left,1,1
file03,134,0,1,0.5161870846197756,medium,False,20.169274,15.033335,3.523999,8.556181,0.1458965400576833,0.1458965400576833,left,0,1
file03,148,1,1,0.5425755027068927,medium,False,12.052898,12.59306,2.4989,3.939187,-0.021916858662306412,0.021916858662306412,left,1,1
file03,149,0,1,0.5165839746522863,medium,False,21.343585,17.363824,5.955904,8.078887,0.10281651497736481,0.10281651497736481,right,0,1
file04,1,0,1,0.5174537710502084,medium,False,10.054814,8.073975,7.473992,2.9784,0.10926482131460508,0.10926482131460508,left,0,1
file04,5,0,1,0.501988049724986,medium,False,12.039609,10.086008,16.260445,5.226046,0.088295883983896,0.088295883983896,right,0,1
file04,7,0,0,0.48214009301772,low,False,31.212868,21.057109,9.34691,12.479274,0.19429430408407672,0.19429430408407672,left,0,1
file04,10,1,1,0.5399384909742867,medium,False,16.081666,17.498531,9.042874,8.893216,-0.0421934677097497,0.0421934677097497,left,1,1
file04,15,0,1,0.5350377490123539,medium,False,14.043336,15.744915,11.581933,8.052202,-0.057122485736994584,0.057122485736994584,right,0,1
file04,16,1,1,0.6004791337586161,medium,False,19.449759,35.269141,15.922037,8.499212,-0.2891026996320704,0.2891026996320704,left,1,1
file04,21,0,0,0.4999463852722532,low,False,14.586888,9.304937,12.269876,10.792434,0.2210777443297971,0.2210777443297971,left,0,1
file04,22,1,1,0.5324436461873099,medium,False,12.534083,14.388728,10.798851,4.186305,-0.0688874921386369,0.0688874921386369,left,1,1
file04,27,0,1,0.5037571891848589,medium,False,51.307141,50.690856,26.246724,17.475572,0.006042128395500517,0.006042128395500517,left,0,1
file04,29,1,1,0.5581579849906383,medium,False,6.945728,14.949477,13.964708,3.971037,-0.36554801082940247,0.36554801082940247,left,1,1
file04,36,0,1,0.5623646401382291,medium,False,14.85064,19.421635,5.58912,7.764143,-0.13337296303286067,0.13337296303286067,left,0,1
file04,40,0,1,0.5086744601140507,medium,False,26.814482,28.667561,22.468889,4.942708,-0.03339961663993485,0.03339961663993485,right,0,1
file04,44,1,1,0.5601675448015898,medium,False,16.744865,21.144988,7.966674,10.59063,-0.1161293205299762,0.1161293205299762,left,1,1
file04,52,1,1,0.5270523878831942,medium,False,6.586619,8.731743,13.398929,3.022135,-0.14003611221381815,0.14003611221381815,left,1,1
file04,54,1,1,0.551910820491024,medium,False,10.462204,14.125791,8.005089,7.240474,-0.14899900748316372,0.14899900748316372,left,1,1
file04,63,1,1,0.5284769793212308,medium,False,5.731434,4.608022,5.776995,5.131219,0.10865290121134989,0.10865290121134989,right,1,1
file04,69,1,1,0.5580748233903786,medium,False,17.9972,27.350435,19.521509,7.4343,-0.20625628643574723,0.20625628643574723,left,1,1
file04,70,1,1,0.5810128765669909,medium,False,10.905395,26.554042,21.029274,2.029449,-0.41774911305396517,0.41774911305396517,left,1,1
file04,72,1,1,0.5389453240399467,medium,False,21.642721,28.436156,23.89707,10.196685,-0.13565469657686816,0.13565469657686816,left,1,1
file04,75,1,1,0.5385810150558424,medium,False,17.194572,20.698472,12.549984,5.027375,-0.09246815609566342,0.09246815609566342,left,1,1
file04,81,1,1,0.5393308537076286,medium,False,22.797732,21.603214,7.484574,16.571609,0.026902984749401823,0.026902984749401823,right,1,1
file04,84,0,1,0.5516858320341187,medium,False,7.641274,10.258698,4.318428,5.375909,-0.14622502503216067,0.14622502503216067,right,0,1
file04,86,1,1,0.5799630898090997,medium,False,6.15944,14.755968,3.78759,2.121177,-0.4110140997003692,0.4110140997003692,left,1,1
file04,89,0,1,0.5239497998383106,medium,False,21.69948,23.413705,18.96115,11.447451,-0.03799831384110178,0.03799831384110178,left,0,1
file04,98,1,1,0.5256409660026139,medium,False,21.034514,19.15638,7.842344,9.46728,0.046730335315996394,0.046730335315996394,right,1,1
file04,103,1,1,0.5567393402384126,medium,False,4.891918,8.065539,4.171882,6.744984,-0.24492620388968261,0.24492620388968261,left,1,1
file04,112,1,1,0.5392334776633178,medium,False,11.779034,11.854363,5.897602,8.71599,-0.003187396073979712,0.003187396073979712,left,1,1
file04,113,0,1,0.6146466816714776,medium,False,6.041914,22.533052,9.828659,7.174282,-0.5771183567771049,0.5771183567771049,right,0,1
file04,114,1,0,0.4891051822633783,low,False,22.929008,16.484421,22.4304,23.631795,0.16351246263012376,0.16351246263012376,right,1,1
file04,118,1,1,0.5389237252787713,medium,False,5.901435,5.364694,2.882983,6.080245,0.04764200306582653,0.04764200306582653,right,1,1
file04,120,0,1,0.5552381913251627,medium,False,16.932795,22.733479,13.330944,9.722124,-0.14623717503092995,0.14623717503092995,right,0,1
file04,121,0,1,0.5505728273493347,medium,False,11.239989,14.802956,7.627537,6.023203,-0.1368112117576867,0.1368112117576867,right,0,1
file04,133,0,1,0.5750561655822028,medium,False,7.889396,14.458122,2.761386,4.894516,-0.2939353581039577,0.2939353581039577,left,0,1
file04,137,0,1,0.5113179647313163,medium,False,16.454472,12.233996,5.255021,3.89155,0.14711401992208087,0.14711401992208087,left,0,1
file04,141,0,1,0.5109456505317816,medium,False,21.291309,16.970342,10.803256,12.949613,0.11293205531219613,0.11293205531219613,left,0,1
file04,142,0,1,0.5235254460505642,medium,False,18.986723,20.368991,15.011062,6.116095,-0.035122421229038775,0.035122421229038775,left,0,1
file04,144,1,1,0.5486773163557248,medium,False,11.719593,15.396759,9.788988,7.576151,-0.13560695274913998,0.13560695274913998,left,1,1
file01,5,0,1,0.5313491640634446,medium,False,25.736947,31.21043,20.925606,2.776091,-0.09611475000657621,0.09611475000657621,right,0,2
file01,15,0,0,0.48597552709117525,low,False,46.211606,42.051399,20.600269,8.316368,0.047134209319814005,0.047134209319814005,right,0,2
file01,16,1,1,0.5354689443964913,medium,False,22.432126,22.823941,13.63722,34.619813,-0.008657734030274153,0.008657734030274153,left,1,2
file01,20,1,1,0.5489073593801377,medium,False,12.982749,19.727402,10.529909,4.533831,-0.20619448665356252,0.20619448665356252,left,1,2
file01,24,1,1,0.5313681655820137,medium,False,20.733829,24.498044,13.163419,3.272269,-0.08322040780357674,0.08322040780357674,left,1,2
file01,33,1,1,0.5144268389963662,medium,False,14.576785,11.426357,11.507998,10.33094,0.1211556618367249,0.1211556618367249,right,1,2
file01,39,0,0,0.49900437210835014,low,False,18.760029,12.419883,6.566493,5.44534,0.20334072131631664,0.20334072131631664,left,0,2
file01,45,0,1,0.5066701200309722,medium,False,31.197094,29.656096,16.265705,8.006037,0.025323207783795567,0.025323207783795567,right,0,2
file01,49,0,1,0.5495128295512122,medium,False,22.731496,30.384423,14.345175,13.136844,-0.14407972223770202,0.14407972223770202,left,0,2
file01,50,1,0,0.4762383071959685,low,False,36.269446,23.698167,24.395962,37.049429,0.20963447036595453,0.20963447036595453,right,1,2
file01,57,1,1,0.5174333739619199,medium,False,25.133157,22.981424,15.893712,23.837735,0.04472101617759041,0.04472101617759041,right,1,2
file01,59,0,1,0.5471367082280406,medium,False,20.008573,29.002351,29.808437,7.12906,-0.18350557554259592,0.18350557554259592,right,0,2
file01,71,1,1,0.5286183991113167,medium,False,17.005304,17.291978,11.408997,15.673053,-0.00835850466639009,0.00835850466639009,left,1,2
file01,76,0,1,0.5092830704263418,medium,False,16.643578,12.648644,6.614982,5.936972,0.13638206973912495,0.13638206973912495,right,0,2
file01,87,0,1,0.5127461860869614,medium,False,17.108072,14.58815,6.78283,3.081072,0.07950228012971765,0.07950228012971765,left,0,2
file01,91,1,1,0.5359489431623282,medium,False,11.045101,13.252558,7.876435,7.15854,-0.09085060042818936,0.09085060042818936,left,1,2
file01,98,0,1,0.5397200433957512,medium,False,4.094135,5.12514,5.071714,11.834691,-0.11183144967131915,0.11183144967131915,left,0,2
file01,99,1,1,0.532717930399871,medium,False,14.440578,16.466815,10.690392,8.26381,-0.06555832562266492,0.06555832562266492,left,1,2
file01,100,1,1,0.5344780455564445,medium,False,15.103482,19.413894,23.955074,5.844181,-0.12487658028012963,0.12487658028012963,left,1,2
file01,102,1,1,0.5160151019356548,medium,False,15.529139,13.200222,8.418095,6.869595,0.08106399995934474,0.08106399995934474,right,1,2
file01,104,1,0,0.4916701509934212,low,False,27.28526,20.524465,10.89856,7.66809,0.1414104527601769,0.1414104527601769,right,1,2
file01,106,1,1,0.5002678211454757,medium,False,24.63617,19.381213,10.016907,9.455076,0.11938367350499525,0.11938367350499525,right,1,2
file01,113,0,1,0.5357720303666801,medium,False,11.120208,13.860595,11.0474,5.516176,-0.10969971182672902,0.10969971182672902,left,0,2
file01,116,1,1,0.5439498642740455,medium,False,23.221611,29.714085,12.091364,9.90531,-0.12264831423679945,0.12264831423679945,left,1,2
file01,117,1,0,0.463147563571314,low,False,32.635982,17.757592,13.782399,18.002943,0.2952437885186752,0.2952437885186752,right,1,2
file01,118,1,1,0.5155600089700948,medium,False,22.629162,20.175606,10.17244,15.994835,0.05731968790673775,0.05731968790673775,right,1,2
file01,126,0,1,0.552893615738531,medium,False,19.188597,27.960473,14.873318,8.233235,-0.18604557447165818,0.18604557447165818,left,0,2
file01,130,1,0,0.48213224281503503,low,False,46.871755,38.876303,17.788091,25.381603,0.09324353336091258,0.09324353336091258,right,1,2
file01,132,0,1,0.5363635736994338,medium,False,24.5557,28.969915,18.409409,15.553968,-0.0824692050251229,0.0824692050251229,right,0,2
file01,148,0,1,0.5555887333757542,medium,False,10.734055,19.512734,14.902151,3.491954,-0.2902350629604,0.2902350629604,right,0,2
file02,0,0,1,0.5093253881635557,medium,False,33.20568,31.65019,15.256593,14.375659,0.0239837963166049,0.0239837963166049,left,0,2
file02,3,1,1,0.526065284610667,medium,False,30.380552,27.517621,8.697681,44.913134,0.049447690699192054,0.049447690699192054,right,1,2
file02,5,0,0,0.47391958266729645,low,False,49.294794,42.250529,25.218233,12.263491,0.07694838679035101,0.07694838679035101,right,0,2
file02,10,0,1,0.5174534283657874,medium,False,28.176701,27.179145,12.289125,17.478202,0.01802078830082761,0.01802078830082761,right,0,2
file02,14,0,1,0.5184266586084849,medium,False,17.519963,15.842386,35.306756,26.467129,0.05028353818001433,0.05028353818001433,left,0,2
file02,16,1,1,0.5394711620458508,medium,False,13.592945,16.706433,5.102647,8.578297,-0.1027574855577073,0.1027574855577073,left,1,2
file02,21,1,1,0.6815122078404158,medium,False,135.82396,213.988884,153.512896,19.264907,-0.22344783822903933,0.22344783822903933,left,1,2
file02,24,0,0,0.4840522494132931,low,False,57.958306,54.010362,51.438891,36.658151,0.03525936349212117,0.03525936349212117,right,0,2
file02,25,1,1,0.5486112138487154,medium,False,10.071547,12.152509,6.162235,28.192843,-0.09363555898007278,0.09363555898007278,left,1,2
file02,27,0,1,0.524174612466826,medium,False,11.323552,10.83032,9.161365,5.065032,0.022263917464905525,0.022263917464905525,right,0,2
file02,28,0,0,0.34724134091790554,low,False,217.153911,205.389187,127.719357,66.374935,0.0278426603767584,0.0278426603767584,right,0,2
file02,35,1,1,0.6372555841349835,medium,False,168.544597,231.335239,112.341537,42.651178,-0.15702377612002474,0.15702377612002474,left,1,2
file02,36,1,1,0.6713506853072292,medium,False,188.431422,269.143177,134.520138,29.247268,-0.17639037437829808,0.17639037437829808,left,1,2
file02,40,0,0,0.49311270104779603,low,False,116.060102,122.261309,90.689279,77.365006,-0.02602035187673358,0.02602035187673358,right,0,2
file02,41,0,0,0.14138225814013491,low,False,428.263901,376.82105,276.486304,142.140179,0.06389741961044623,0.06389741961044623,right,0,2
file02,45,1,0,0.4878732717232436,low,False,46.251638,39.620036,43.204309,42.32274,0.07722688534956376,0.07722688534956376,right,1,2
file02,46,0,0,0.4816425327104764,low,False,49.502444,48.254661,155.897673,72.758206,0.012764115582554155,0.012764115582554155,right,0,2
file02,48,1,1,0.5183867421283674,medium,False,49.959163,55.319336,29.355548,13.353335,-0.05091422275203392,0.05091422275203392,left,1,2
file02,51,0,1,0.5018042930016477,medium,False,44.969641,46.133127,23.734496,2.204238,-0.012771137614928027,0.012771137614928027,left,0,2
file02,56,1,1,0.5871066965767131,medium,False,50.570885,78.701725,61.818975,9.487168,-0.21760866267333304,0.21760866267333304,left,1,2
file02,58,1,0,0.4727946798484617,low,False,100.058386,103.204473,53.743427,19.618138,-0.015477923512440957,0.015477923512440957,left,1,2
file02,62,0,0,0.45048179696719803,low,False,46.802475,33.591081,34.508877,14.055731,0.16433399009823632,0.16433399009823632,right,0,2
file02,73,0,1,0.5752645214591391,medium,False,54.897185,78.487234,56.110061,18.772627,-0.17685760450883245,0.17685760450883245,right,0,2
file02,74,0,1,0.5818058026323448,medium,False,139.925094,184.887765,131.78059,36.248457,-0.1384263880438724,0.1384263880438724,right,0,2
file02,76,1,1,0.5718616818483211,medium,False,106.282335,140.054211,94.659281,29.217543,-0.1370964901931503,0.1370964901931503,left,1,2
file02,77,1,1,0.5556800832165154,medium,False,62.845158,80.606861,51.120623,27.307241,-0.12381633245736098,0.12381633245736098,left,1,2
file02,78,1,1,0.5776959441791739,medium,False,35.081399,55.990582,43.233338,9.959847,-0.22958963383491543,0.22958963383491543,left,1,2
file02,80,0,0,0.45771796707554835,low,False,58.40008,48.834484,42.232353,21.237943,0.08920254397451045,0.08920254397451045,right,0,2
file02,88,0,0,0.3099754487086386,low,False,123.388555,85.940897,66.961412,14.190445,0.17889340206702775,0.17889340206702775,right,0,2
file02,92,1,0,0.4831665361998155,low,False,58.223473,51.709507,40.234598,44.829244,0.05925397401895248,0.05925397401895248,right,1,2
file02,98,1,1,0.5846470685780008,medium,False,161.821847,208.922428,99.206443,31.120085,-0.12704331273343786,0.12704331273343786,left,1,2
file02,119,0,1,0.5181405983086109,medium,False,32.284738,29.36661,21.923179,41.989675,0.04733275179428752,0.04733275179428752,right,0,2
file02,122,0,1,0.5324901094984054,medium,False,10.842497,11.482034,16.986133,16.878253,-0.02864727466627299,0.02864727466627299,left,0,2
file02,131,1,1,0.5313398560208215,medium,False,117.544536,142.497721,94.3381,26.905894,-0.09595819230272958,0.09595819230272958,left,1,2
file02,136,0,1,0.5086740529689336,medium,False,31.104022,29.001034,17.448396,15.83504,0.034988536821452476,0.034988536821452476,right,0,2
file02,137,0,1,0.5275249261768711,medium,False,33.942059,36.676338,32.676103,30.62179,-0.03871907431261753,0.03871907431261753,right,0,2
file02,138,1,1,0.500300620882683,medium,False,95.958107,89.957408,40.451522,114.197583,0.032276483045126786,0.032276483045126786,right,1,2
file02,141,0,0,0.32744141636019536,low,False,108.37681,69.150613,64.048925,42.32151,0.22095852075226416,0.22095852075226416,right,0,2
file02,145,0,1,0.5433402422474729,medium,False,368.123339,440.082758,259.850669,131.533132,-0.08903597631603125,0.08903597631603125,right,0,2
file03,3,1,0,0.49172841617780805,low,False,22.274358,13.313363,1.39761,10.289901,0.2518001854684601,0.2518001854684601,right,1,2
file03,7,1,1,0.5241518091742199,medium,False,14.421298,14.54815,6.172856,2.555622,-0.004378819907827709,0.004378819907827709,left,1,2
file03,9,0,1,0.5318036380376567,medium,False,9.378368,10.285163,1.448289,2.262918,-0.04611557069197948,0.04611557069197948,left,0,2
file03,13,1,1,0.5318059433456112,medium,False,10.7349,11.768333,2.643009,3.741131,-0.045923754781201684,0.045923754781201684,left,1,2
file03,16,1,0,0.46663304433906616,low,False,30.526232,17.198445,3.676459,5.201024,0.2792640528658989,0.2792640528658989,right,1,2
file03,19,1,1,0.5081791831646961,medium,False,14.703645,9.86142,5.304564,6.469892,0.1971183387009829,0.1971183387009829,right,1,2
file03,27,1,1,0.5517135232263565,medium,False,5.278197,11.005786,2.984368,2.586298,-0.3517314313254054,0.3517314313254054,left,1,2
file03,31,1,1,0.5516777353896576,medium,False,15.199653,22.911359,5.909727,2.687353,-0.20234849176011147,0.20234849176011147,left,1,2
file03,36,0,1,0.5280997861715244,medium,False,20.554441,22.591645,3.431311,2.240342,-0.047216425443169376,0.047216425443169376,right,0,2
file03,38,0,0,0.404328390984804,low,False,44.02493,17.20703,12.165602,1.930467,0.4379722543917873,0.4379722543917873,right,0,2
file03,56,0,1,0.5441951012003774,medium,False,17.172239,22.410181,4.800185,6.977387,-0.13233000578716497,0.13233000578716497,right,0,2
file03,57,1,1,0.5292981982575757,medium,False,14.152881,15.142704,2.972021,3.656957,-0.033787444975499015,0.033787444975499015,left,1,2
file03,66,1,1,0.5421269895490962,medium,False,10.730828,14.669703,1.274072,2.230171,-0.15507057096284438,0.15507057096284438,left,1,2
file03,80,0,1,0.5103592176741552,medium,False,12.373317,7.956598,2.267452,2.960197,0.21725220114042776,0.21725220114042776,right,0,2
