participant_name,session_start,trial_number,trial_timestamp,trial_time_elapsed,target_side,alpha_o1,alpha_o2,alpha_p3,alpha_p4,attention_direction,reaction_time,confidence,ball_position_x,ball_target_x,trial_duration,notes,asymmetry,is_correct
aadrikahaha,2025-07-18 20:55:24,15,2025-07-18 20:57:24.660,120.216,right,18.809025,25.204515,19.766747,5.233065,center,0.5,0.292686,,,5,,-0.292686337296892,0
aadrikahaha,2025-07-18 20:55:24,16,2025-07-18 20:57:29.667,125.223,right,46.211606,42.051399,20.600269,8.316368,center,0.5,0.097506,,,5,,-0.0943383228781322,0
aadrikahaha,2025-07-18 20:55:24,17,2025-07-18 20:57:34.688,130.244,left,22.432126,22.823941,13.63722,34.619813,center,0.5,0.008718,,,5,,-0.017315901097457,1
aadrikahaha,2025-07-18 20:55:24,18,2025-07-18 20:57:39.698,135.253,left,23.66267,20.035692,8.595235,7.637132,center,0.5,0.162358,,,5,,0.166383417825669,0
aadrikahaha,2025-07-18 20:55:24,19,2025-07-18 20:57:44.715,140.271,right,17.548214,19.739513,8.748369,3.036301,center,0.5,0.11767,,,5,,-0.117670184630098,0
aadrikahaha,2025-07-18 20:55:24,20,2025-07-18 20:57:49.731,145.287,right,19.138874,25.124384,23.258763,8.54678,center,0.5,0.272117,,,5,,-0.272117294047544,0
aadrikahaha,2025-07-18 20:55:24,21,2025-07-18 20:57:54.747,150.303,left,12.982749,19.727402,10.529909,4.533831,center,0.5,0.418387,,,5,,-0.418387157498667,1
aadrikahaha,2025-07-18 20:55:24,22,2025-07-18 20:57:59.770,155.325,right,24.443862,23.461728,11.884477,9.017509,center,0.5,0.041009,,,5,,0.0410086436577739,1
aadrikahaha,2025-07-18 20:55:24,23,2025-07-18 20:58:04.782,160.338,left,20.814251,26.583971,7.312575,3.816109,center,0.5,0.244671,,,5,,-0.244670543836079,1
aadrikahaha,2025-07-18 20:55:24,24,2025-07-18 20:58:09.798,165.354,right,19.935598,18.077251,17.811421,4.679806,center,0.5,0.097853,,,5,,0.0978526809316324,1
aadrikahaha,2025-07-18 20:55:24,25,2025-07-18 20:58:14.817,170.373,left,20.733829,24.498044,13.163419,3.272269,center,0.5,0.166827,,,5,,-0.166826660085192,1
aadrikahaha,2025-07-18 20:55:24,26,2025-07-18 20:58:19.831,175.387,right,20.730729,13.720658,26.190456,3.174459,center,0.5,0.412715,,,5,,-0.412714511923427,0
aadrikahaha,2025-07-18 20:55:24,27,2025-07-18 20:58:24.851,180.407,right,36.08785,23.742994,15.107561,5.661572,center,0.5,0.418669,,,5,,-0.418668746102126,0
aadrikahaha,2025-07-18 20:55:24,28,2025-07-18 20:58:29.870,185.426,right,19.030417,13.455565,7.121117,7.17633,center,0.5,0.346646,,,5,,0.346645818715451,1
aadrikahaha,2025-07-18 20:55:24,29,2025-07-18 20:58:34.877,190.433,right,28.539965,16.045221,13.373734,10.891415,right,0.5,0.575894,,,5,,0.575894337470695,1
aadrikahaha,2025-07-18 20:55:24,30,2025-07-18 20:58:39.883,195.439,left,7.696833,12.924924,8.077421,4.522876,right,0.5,0.518349,,,5,,0.518348594748007,0
aadrikahaha,2025-07-18 20:55:24,31,2025-07-18 20:59:14.951,230.507,right,13.347701,12.435191,4.05676,2.926449,center,0.5,0.070814,,,5,,-0.0708137232698944,0
aadrikahaha,2025-07-18 20:55:24,32,2025-07-18 20:59:19.960,235.516,left,15.407562,9.660658,2.847501,3.761059,center,0.5,0.466797,,,5,,0.466796666013773,0
aadrikahaha,2025-07-18 20:55:24,33,2025-07-18 20:59:24.967,240.523,right,8.991599,9.904492,8.718088,3.286388,center,0.5,0.096698,,,5,,-0.0966976946453965,0
aadrikahaha,2025-07-18 20:55:24,34,2025-07-18 20:59:29.980,245.536,right,14.576785,11.426357,11.507998,10.33094,center,0.5,0.243508,,,5,,0.243507490376377,1
aadrikahaha,2025-07-18 20:55:24,35,2025-07-18 20:59:34.987,250.543,right,15.789818,8.787316,6.7533,11.311299,right,0.5,0.586056,,,5,,0.586055983834673,1
aadrikahaha,2025-07-18 20:55:24,36,2025-07-18 20:59:40.011,255.566,right,28.556957,25.472945,10.969807,8.946021,center,0.5,0.114284,,,5,,0.114283675641633,1
aadrikahaha,2025-07-18 20:55:24,37,2025-07-18 20:59:45.024,260.58,left,16.933745,16.406999,7.873024,7.866064,center,0.5,0.0316,,,5,,0.0316003645612914,0
aadrikahaha,2025-07-18 20:55:24,38,2025-07-18 20:59:50.045,265.601,left,18.841568,19.146824,7.885829,7.381933,center,0.5,0.016071,,,5,,0.0160713604470439,0
aadrikahaha,2025-07-18 20:55:24,39,2025-07-18 20:59:55.053,270.609,left,15.791038,27.690938,22.907294,4.520376,left,0.5,0.561663,,,5,,-0.561662647738611,1
aadrikahaha,2025-07-18 20:55:24,40,2025-07-18 21:00:00.064,275.62,left,18.760029,12.419883,6.566493,5.44534,center,0.5,0.416515,,,5,,0.412429833247995,0
aadrikahaha,2025-07-18 20:55:24,41,2025-07-18 21:00:05.075,280.631,left,16.590122,14.716768,5.563325,3.83691,center,0.5,0.119038,,,5,,0.119819934027553,0
aadrikahaha,2025-07-18 20:55:24,42,2025-07-18 21:00:10.091,285.646,left,21.218872,23.991662,11.138635,13.303026,center,0.5,0.125164,,,5,,0.122815378943876,0
aadrikahaha,2025-07-18 20:55:24,43,2025-07-18 21:00:15.119,290.674,left,12.140653,16.741981,7.246549,11.322917,center,0.5,0.322142,,,5,,0.321359824055212,0
aadrikahaha,2025-07-18 20:55:24,44,2025-07-18 21:00:20.133,295.689,left,21.11765,22.275734,19.210107,15.294925,center,0.5,0.055792,,,5,,-0.0533887408457758,1
aadrikahaha,2025-07-18 20:55:24,45,2025-07-18 21:00:25.138,300.694,left,11.080823,18.233501,11.007446,4.556562,left,0.5,0.498045,,,5,,-0.498044659790974,1
aadrikahaha,2025-07-18 20:55:24,46,2025-07-18 21:00:30.154,305.709,right,31.197094,29.656096,16.265705,8.006037,center,0.5,0.050657,,,5,,-0.0506572464897452,0
aadrikahaha,2025-07-18 20:55:24,47,2025-07-18 21:00:35.171,310.727,left,34.100591,43.759646,12.649456,14.12796,center,0.5,0.249397,,,5,,-0.249397352983896,1
aadrikahaha,2025-07-18 20:55:24,48,2025-07-18 21:00:40.187,315.742,right,28.829596,26.469438,12.326845,10.617794,center,0.5,0.085412,,,5,,-0.0854117139407182,0
aadrikahaha,2025-07-18 20:55:24,49,2025-07-18 21:00:45.199,320.755,left,4.241221,8.155656,4.127525,11.068204,right,0.5,0.653861,,,5,,0.653860474798614,0
aadrikahaha,2025-07-18 20:55:24,50,2025-07-18 21:00:50.207,325.763,left,22.731496,30.384423,14.345175,13.136844,center,0.5,0.290179,,,5,,0.290178623973236,0
aadrikahaha,2025-07-18 20:55:24,51,2025-07-18 21:00:55.223,330.779,right,36.269446,23.698167,24.395962,37.049429,center,0.5,0.425578,,,5,,0.425577975468849,1
aadrikahaha,2025-07-18 20:55:24,52,2025-07-18 21:01:00.239,335.795,right,19.981597,22.861738,8.208888,3.480865,center,0.5,0.134653,,,5,,-0.134652983517073,0
aadrikahaha,2025-07-18 20:55:24,53,2025-07-18 21:01:05.248,340.804,right,14.683148,19.359849,10.638357,5.918981,center,0.5,0.276501,,,5,,-0.276500840617248,0
aadrikahaha,2025-07-18 20:55:24,54,2025-07-18 21:01:10.267,345.822,right,34.518854,31.458159,12.227764,12.973933,center,0.5,0.092847,,,5,,0.0928472903542845,1
aadrikahaha,2025-07-18 20:55:24,55,2025-07-18 21:01:15.284,350.84,right,24.340386,22.896834,6.865568,6.115474,center,0.5,0.061138,,,5,,0.0611382983752717,1
aadrikahaha,2025-07-18 20:55:24,56,2025-07-18 21:01:20.290,355.846,right,20.119579,27.877401,18.640688,8.572981,center,0.5,0.326123,,,5,,-0.326122940040726,0
aadrikahaha,2025-07-18 20:55:24,57,2025-07-18 21:01:25.302,360.858,left,7.853366,8.767175,9.796034,4.981821,center,0.5,0.110072,,,5,,-0.110072403926276,1
aadrikahaha,2025-07-18 20:55:24,58,2025-07-18 21:01:30.320,365.876,right,25.133157,22.981424,15.893712,23.837735,center,0.5,0.089502,,,5,,0.0895017329775678,1
aadrikahaha,2025-07-18 20:55:24,59,2025-07-18 21:01:35.327,370.882,right,43.819581,43.514575,18.541194,7.987322,center,0.5,0.006985,,,5,,-0.0069848328310158,0
aadrikahaha,2025-07-18 20:55:24,60,2025-07-18 21:01:40.331,375.887,right,20.008573,29.002351,29.808437,7.12906,center,0.5,0.371216,,,5,,-0.371216063956255,0
aadrikahaha,2025-07-18 20:55:24,61,2025-07-18 21:04:30.107,545.663,left,21.290043,17.68259,8.461939,7.106781,center,0.5,0.185659,,,5,,0.185658958937836,0
aadrikahaha,2025-07-18 20:55:24,62,2025-07-18 21:04:35.114,550.67,right,12.813558,12.269349,9.368336,5.08134,center,0.5,0.0434,,,5,,0.0433996280186357,1
aadrikahaha,2025-07-18 20:55:24,63,2025-07-18 21:04:40.122,555.678,left,8.738978,12.155304,8.999658,11.963478,center,0.5,0.326517,,,5,,0.329972368547439,0
aadrikahaha,2025-07-18 20:55:24,64,2025-07-18 21:04:45.133,560.689,right,13.974306,13.200557,6.928288,8.952445,center,0.5,0.061626,,,5,,-0.056961332028969,0
aadrikahaha,2025-07-18 20:55:24,65,2025-07-18 21:04:50.148,565.704,left,14.328498,15.806778,14.902243,9.535244,center,0.5,0.086374,,,5,,-0.0981884141126068,1
aadrikahaha,2025-07-18 20:55:24,66,2025-07-18 21:04:55.168,570.724,left,22.187901,26.848835,15.797414,4.329713,center,0.5,0.190675,,,5,,-0.190675290502528,1
aadrikahaha,2025-07-18 20:55:24,67,2025-07-18 21:05:00.177,575.733,right,38.017735,32.809677,11.504356,9.768726,center,0.5,0.148822,,,5,,0.147329259012251,1
aadrikahaha,2025-07-18 20:55:24,68,2025-07-18 21:05:05.182,580.738,left,11.666159,13.192497,12.890122,14.110306,center,0.5,0.122956,,,5,,-0.122956001306911,1
aadrikahaha,2025-07-18 20:55:24,69,2025-07-18 21:05:10.193,585.749,left,12.104637,17.789925,7.088651,7.615833,center,0.5,0.385044,,,5,,0.385043683485296,0
aadrikahaha,2025-07-18 20:55:24,70,2025-07-18 21:05:15.214,590.77,right,20.095591,13.453426,11.155601,10.445956,center,0.5,0.401267,,,5,,0.401266642968255,1
aadrikahaha,2025-07-18 20:55:24,71,2025-07-18 21:05:20.227,595.783,right,32.317177,23.322624,8.922871,10.421164,center,0.5,0.326175,,,5,,0.32617500794799,1
aadrikahaha,2025-07-18 20:55:24,72,2025-07-18 21:05:25.235,600.79,left,17.005304,17.291978,11.408997,15.673053,center,0.5,0.016717,,,5,,-0.0167173991456075,1
aadrikahaha,2025-07-18 20:55:24,73,2025-07-18 21:05:30.242,605.798,right,34.782174,24.321675,12.246201,6.222331,center,0.5,0.357737,,,5,,0.357737086079115,1
aadrikahaha,2025-07-18 20:55:24,74,2025-07-18 21:05:35.255,610.811,right,6.928716,9.438935,8.389643,5.495464,center,0.5,0.309169,,,5,,-0.309168641346579,0
aadrikahaha,2025-07-18 20:55:24,75,2025-07-18 21:05:40.262,615.818,left,26.709192,26.751769,14.970309,8.8779,center,0.5,0.001593,,,5,,-0.0015928261746669,1
aadrikahaha,2025-07-18 20:55:24,76,2025-07-18 21:05:45.279,620.835,right,11.891385,13.210923,7.578884,3.59958,center,0.5,0.10523,,,5,,-0.10522979904335,0
aadrikahaha,2025-07-18 20:55:24,77,2025-07-18 21:05:50.298,625.854,right,16.643578,12.648644,6.614982,5.936972,center,0.5,0.274474,,,5,,-0.274474420565182,0
aadrikahaha,2025-07-18 20:55:24,78,2025-07-18 21:05:55.315,630.871,right,23.534221,11.409851,5.903647,4.305563,right,0.5,0.723979,,,5,,0.723978469598167,1
aadrikahaha,2025-07-18 20:55:24,79,2025-07-18 21:06:00.328,635.884,left,24.6149,22.480789,9.010097,11.95347,center,0.5,0.090691,,,5,,0.090690828364091,0
aadrikahaha,2025-07-18 20:55:24,80,2025-07-18 21:06:05.337,640.892,left,22.362338,17.40632,20.248865,3.065099,center,0.5,0.250545,,,5,,0.250544845874599,0
aadrikahaha,2025-07-18 20:55:24,81,2025-07-18 21:06:10.351,645.907,left,11.493358,11.498563,7.707802,6.167649,center,0.5,0.000453,,,5,,-0.0004527677429755,1
aadrikahaha,2025-07-18 20:55:24,82,2025-07-18 21:06:15.373,650.929,left,15.557306,15.927197,16.374693,4.367628,center,0.5,0.023498,,,5,,-0.023497783612759,1
aadrikahaha,2025-07-18 20:55:24,83,2025-07-18 21:06:20.386,655.942,left,18.869382,36.222969,53.725253,12.389286,left,0.5,0.652153,,,5,,-0.65215281193569,1
aadrikahaha,2025-07-18 20:55:24,84,2025-07-18 21:06:25.392,660.948,right,16.17983,15.659273,10.146115,8.725321,center,0.5,0.032702,,,5,,-0.0327021393018198,0
aadrikahaha,2025-07-18 20:55:24,85,2025-07-18 21:06:30.410,665.966,left,22.465231,24.838232,13.941046,4.555286,center,0.5,0.100415,,,5,,-0.100415253877655,1
aadrikahaha,2025-07-18 20:55:24,86,2025-07-18 21:06:35.427,670.983,right,40.251673,29.011398,7.716126,17.023724,center,0.5,0.327463,,,5,,0.327462780966742,1
aadrikahaha,2025-07-18 20:55:24,87,2025-07-18 21:06:40.438,675.994,left,13.867651,26.248467,16.574227,5.336792,left,0.5,0.638049,,,5,,-0.638048725675612,1
aadrikahaha,2025-07-18 20:55:24,88,2025-07-18 21:06:45.455,681.011,left,17.108072,14.58815,6.78283,3.081072,center,0.5,0.159341,,,5,,0.159340843595726,0
aadrikahaha,2025-07-18 20:55:24,89,2025-07-18 21:06:50.474,686.03,right,14.647434,14.358716,10.504524,6.926425,center,0.5,0.019908,,,5,,0.0199080219577458,1
aadrikahaha,2025-07-18 20:55:24,90,2025-07-18 21:06:55.495,691.051,left,14.122875,10.957175,3.777525,5.505993,center,0.5,0.253801,,,5,,0.253801330416259,0
aadrikahaha,2025-07-18 20:55:24,91,2025-07-18 21:07:27.458,723.014,right,27.694252,16.897299,11.336808,6.480545,left,0.5,0.494071,,,5,,-0.494071095964199,0
aadrikahaha,2025-07-18 20:55:24,92,2025-07-18 21:07:32.476,728.032,left,11.045101,13.252558,7.876435,7.15854,center,0.5,0.182204,,,5,,-0.182203609163471,1
aadrikahaha,2025-07-18 20:55:24,93,2025-07-18 21:07:37.480,733.036,left,19.708501,21.649746,10.941512,5.390859,center,0.5,0.084935,,,5,,-0.0939436567706839,1
aadrikahaha,2025-07-18 20:55:24,94,2025-07-18 21:07:42.486,738.042,left,15.112023,16.665704,7.381624,6.537036,center,0.5,0.122724,,,5,,-0.0978623029245171,1
aadrikahaha,2025-07-18 20:55:24,95,2025-07-18 21:07:47.500,743.056,left,7.055785,23.413393,27.056377,6.640897,left,0.5,1.19946,,,5,,-1.19946036134226,1
aadrikahaha,2025-07-18 20:55:24,96,2025-07-18 21:07:52.512,748.068,left,10.985621,11.65258,7.457332,7.146715,center,0.5,0.05894,,,5,,-0.058940378847935,1
aadrikahaha,2025-07-18 20:55:24,97,2025-07-18 21:07:57.530,753.086,right,25.452074,24.90986,8.529809,6.411268,center,0.5,0.021534,,,5,,0.0215335237744622,1
aadrikahaha,2025-07-18 20:55:24,98,2025-07-18 21:08:02.538,758.094,left,11.133847,11.016581,8.286774,2.415139,center,0.5,0.010588,,,5,,0.0105882464722553,0
aadrikahaha,2025-07-18 20:55:24,99,2025-07-18 21:08:07.544,763.1,left,4.094135,5.12514,5.071714,11.834691,center,0.5,0.224602,,,5,,0.224602379943616,0
aadrikahaha,2025-07-18 20:55:24,100,2025-07-18 21:08:12.562,768.118,left,14.440578,16.466815,10.690392,8.26381,center,0.5,0.131305,,,5,,-0.131304983217937,1
aadrikahaha,2025-07-18 20:55:24,101,2025-07-18 21:08:17.580,773.136,left,15.103482,19.413894,23.955074,5.844181,center,0.5,0.251064,,,5,,-0.251063682033601,1
aadrikahaha,2025-07-18 20:55:24,102,2025-07-18 21:08:22.592,778.148,left,28.939336,38.971465,26.240463,8.12856,center,0.5,0.297628,,,5,,-0.297627934746285,1
aadrikahaha,2025-07-18 20:55:24,103,2025-07-18 21:08:27.608,783.164,right,15.529139,13.200222,8.418095,6.869595,center,0.5,0.162485,,,5,,0.162484546909186,1
aadrikahaha,2025-07-18 20:55:24,104,2025-07-18 21:08:32.624,788.18,left,17.773558,19.793135,24.192885,6.075397,center,0.5,0.107623,,,5,,0.107623313185806,0
aadrikahaha,2025-07-18 20:55:24,105,2025-07-18 21:08:37.630,793.186,right,27.28526,20.524465,10.89856,7.66809,center,0.5,0.284729,,,5,,0.284729040412731,1
aadrikahaha,2025-07-18 20:55:24,106,2025-07-18 21:08:42.649,798.205,right,44.56721,43.129759,7.411474,14.246213,center,0.5,0.032785,,,5,,-0.0327851639527212,0
aadrikahaha,2025-07-18 20:55:24,107,2025-07-18 21:08:47.665,803.221,right,24.63617,19.381213,10.016907,9.455076,center,0.5,0.239911,,,5,,0.239911493468638,1
aadrikahaha,2025-07-18 20:55:24,108,2025-07-18 21:08:52.681,808.237,left,36.15053,38.995511,22.52947,18.566904,center,0.5,0.075755,,,5,,-0.0757549273092719,1
aadrikahaha,2025-07-18 20:55:24,109,2025-07-18 21:08:57.692,813.248,right,20.740621,30.160551,21.806503,3.140048,center,0.5,0.374441,,,5,,-0.374440667709729,0
aadrikahaha,2025-07-18 20:55:24,110,2025-07-18 21:09:02.707,818.263,right,11.235239,13.238496,12.096724,4.998529,center,0.5,0.164074,,,5,,-0.164073770671061,0
aadrikahaha,2025-07-18 20:55:24,111,2025-07-18 21:09:07.724,823.28,right,17.000017,15.056707,6.501431,13.904518,center,0.5,0.121391,,,5,,0.121390804291806,1
aadrikahaha,2025-07-18 20:55:24,112,2025-07-18 21:09:12.730,828.286,left,14.474512,21.00339,16.763612,26.579961,center,0.5,0.372295,,,5,,-0.3722945436747,1
aadrikahaha,2025-07-18 20:55:24,113,2025-07-18 21:09:17.748,833.304,right,32.62472,18.413315,9.271252,11.848048,right,0.5,0.571996,,,5,,0.571996239013386,1
aadrikahaha,2025-07-18 20:55:24,114,2025-07-18 21:09:22.767,838.323,left,11.120208,13.860595,11.0474,5.516176,center,0.5,0.220286,,,5,,0.22028592844978,0
aadrikahaha,2025-07-18 20:55:24,115,2025-07-18 21:09:27.786,843.342,left,11.500911,14.830058,16.324864,6.999919,center,0.5,0.25423,,,5,,-0.25422981751045,1
aadrikahaha,2025-07-18 20:55:24,116,2025-07-18 21:09:32.796,848.352,left,23.838625,47.865648,38.202419,7.065658,left,0.5,0.697091,,,5,,-0.697090922023198,1
aadrikahaha,2025-07-18 20:55:24,117,2025-07-18 21:09:37.818,853.374,left,23.221611,29.714085,12.091364,9.90531,center,0.5,0.244656,,,5,,-0.246537822107462,1
aadrikahaha,2025-07-18 20:55:24,118,2025-07-18 21:09:42.825,858.381,right,32.635982,17.757592,13.782399,18.002943,right,0.5,0.607656,,,5,,0.608602279242341,1
aadrikahaha,2025-07-18 20:55:24,119,2025-07-18 21:09:47.831,863.387,right,22.629162,20.175606,10.17244,15.994835,center,0.5,0.114765,,,5,,0.114765177589675,1
aadrikahaha,2025-07-18 20:55:24,120,2025-07-18 21:09:52.841,868.397,right,18.226088,14.201766,14.680962,12.319345,center,0.5,0.249488,,,5,,0.249487651258026,1
aadrikahaha,2025-07-18 20:55:24,121,2025-07-18 21:12:11.119,1006.674,left,20.019112,21.64463,10.726887,4.064874,center,0.5,0.07807,,,5,,0.0780699694717674,0
aadrikahaha,2025-07-18 20:55:24,122,2025-07-18 21:12:16.126,1011.682,right,20.758523,21.705032,11.072968,4.52249,center,0.5,0.044587,,,5,,-0.0445872137339367,0
aadrikahaha,2025-07-18 20:55:24,123,2025-07-18 21:12:21.145,1016.701,right,30.639632,24.204871,7.740602,9.799754,center,0.5,0.23574,,,5,,-0.235740440456325,0
aadrikahaha,2025-07-18 20:55:24,124,2025-07-18 21:12:26.155,1021.711,left,8.901624,10.757093,5.540481,1.767738,center,0.5,0.189332,,,5,,-0.189331618943405,1
aadrikahaha,2025-07-18 20:55:24,125,2025-07-18 21:12:31.173,1026.729,right,19.510077,15.296491,11.037311,8.864207,center,0.5,0.243308,,,5,,-0.243307645631982,0
aadrikahaha,2025-07-18 20:55:24,126,2025-07-18 21:12:36.194,1031.75,right,30.645573,26.047585,22.091941,4.553778,center,0.5,0.162563,,,5,,-0.162563157188132,0
aadrikahaha,2025-07-18 20:55:24,127,2025-07-18 21:12:41.212,1036.768,left,19.188597,27.960473,14.873318,8.233235,center,0.5,0.376476,,,5,,0.376475637895279,0
aadrikahaha,2025-07-18 20:55:24,128,2025-07-18 21:12:46.218,1041.773,left,54.789358,50.978116,34.022416,37.876534,center,0.5,0.0721,,,5,,0.0720995354187814,0
aadrikahaha,2025-07-18 20:55:24,129,2025-07-18 21:12:51.233,1046.789,left,7.430658,12.474532,11.110856,5.350379,left,0.5,0.518075,,,5,,-0.518074711203016,1
aadrikahaha,2025-07-18 20:55:24,130,2025-07-18 21:12:56.256,1051.812,right,12.987407,15.693375,13.617734,2.962384,center,0.5,0.189258,,,5,,-0.189258453107432,0
aadrikahaha,2025-07-18 20:55:24,131,2025-07-18 21:13:01.271,1056.827,right,46.871755,38.876303,17.788091,25.381603,center,0.5,0.18703,,,5,,0.187030367605051,1
aadrikahaha,2025-07-18 20:55:24,132,2025-07-18 21:13:06.284,1061.84,left,26.808281,32.266831,11.285858,7.339786,center,0.5,0.185329,,,5,,-0.185328966250897,1
aadrikahaha,2025-07-18 20:55:24,133,2025-07-18 21:13:11.292,1066.848,right,24.5557,28.969915,18.409409,15.553968,center,0.5,0.165314,,,5,,-0.165313871190054,0
aadrikahaha,2025-07-18 20:55:24,134,2025-07-18 21:13:16.304,1071.86,right,54.046187,39.421217,28.1605,18.188411,center,0.5,0.315535,,,5,,0.315534821904313,1
aadrikahaha,2025-07-18 20:55:24,135,2025-07-18 21:13:21.326,1076.882,right,14.321586,29.32893,38.057896,21.612211,left,0.5,0.716806,,,5,,-0.716806491315902,0
aadrikahaha,2025-07-18 20:55:24,136,2025-07-18 21:13:26.333,1081.889,right,22.132047,25.379785,8.592922,24.985735,center,0.5,0.136926,,,5,,-0.136926342357652,0
aadrikahaha,2025-07-18 20:55:24,137,2025-07-18 21:13:31.343,1086.899,right,15.7325,13.547862,6.05476,10.21245,center,0.5,0.1495,,,5,,0.149499887520618,1
aadrikahaha,2025-07-18 20:55:24,138,2025-07-18 21:13:36.353,1091.909,left,12.822388,13.541735,9.002597,7.436799,center,0.5,0.059862,,,5,,0.0545836925258971,0
aadrikahaha,2025-07-18 20:55:24,139,2025-07-18 21:13:41.367,1096.923,left,8.835427,9.385476,7.053879,3.844499,center,0.5,0.049694,,,5,,-0.0603939528776567,1
aadrikahaha,2025-07-18 20:55:24,140,2025-07-18 21:13:46.377,1101.933,right,7.849255,10.505059,12.951327,6.213839,center,0.5,0.291719,,,5,,-0.291438327822342,0
aadrikahaha,2025-07-18 20:55:24,141,2025-07-18 21:13:51.397,1106.953,right,25.819637,32.550849,16.415937,9.215768,center,0.5,0.23566,,,5,,-0.231668124813157,0
aadrikahaha,2025-07-18 20:55:24,142,2025-07-18 21:13:56.413,1111.969,left,18.994608,23.206235,14.392694,4.435647,center,0.5,0.208163,,,5,,-0.200265843148548,1
aadrikahaha,2025-07-18 20:55:24,143,2025-07-18 21:14:01.423,1116.979,left,18.512084,22.336786,9.892667,13.490912,center,0.5,0.187811,,,5,,-0.187811207750634,1
aadrikahaha,2025-07-18 20:55:24,144,2025-07-18 21:14:06.437,1121.992,left,30.308959,30.551321,29.968099,9.022985,center,0.5,0.007965,,,5,,0.0079645798926768,0
aadrikahaha,2025-07-18 20:55:24,145,2025-07-18 21:14:11.448,1127.004,right,9.464302,5.817457,7.73787,19.146012,left,0.5,0.486664,,,5,,-0.486663811888452,0
aadrikahaha,2025-07-18 20:55:24,146,2025-07-18 21:14:16.466,1132.022,left,49.960135,106.923352,85.476139,9.491331,left,0.5,0.760887,,,5,,-0.760886853906306,1
aadrikahaha,2025-07-18 20:55:24,147,2025-07-18 21:14:21.487,1137.043,right,23.043545,17.786094,7.968542,7.104743,center,0.5,0.258969,,,5,,0.258968770820095,1
aadrikahaha,2025-07-18 20:55:24,148,2025-07-18 21:14:26.503,1142.059,right,23.205186,23.16989,11.757161,7.84349,center,0.5,0.001522,,,5,,0.0015221972602406,1
aadrikahaha,2025-07-18 20:55:24,149,2025-07-18 21:14:31.524,1147.08,right,10.734055,19.512734,14.902151,3.491954,left,0.5,0.597646,,,5,,-0.597645880435406,0
aadrikahaha,2025-07-18 20:55:24,150,2025-07-18 21:14:36.534,1152.09,right,14.240997,16.753831,19.045515,20.855435,center,0.5,0.162502,,,5,,-0.162502030959469,0
